SSC_CODE_2016,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
SSC51437,13,692,39,745,55,1346,59,1466,20,710,36,773,13,735,43,793,28,1618,84,1734,27,1455,82,1563,25,1394,101,1515,51,1255,63,1368,76,889,53,1021,66,345,27,437,44,70,9,124,425,10518,597,11540,8,713,39,754,35,1373,64,1475,19,663,28,704,15,676,33,722,25,1562,74,1666,28,1471,83,1582,40,1403,64,1501,67,1369,76,1512,87,909,48,1037,99,376,34,508,78,65,3,145,487,10587,538,11614,22,1407,70,1501,93,2725,126,2946,38,1376,64,1474,27,1419,73,1514,58,3184,161,3395,56,2921,165,3141,66,2796,160,3021,118,2628,135,2879,155,1796,101,2057,165,723,55,946,124,140,11,269,909,21113,1135,23153
SSC51438,0,18,0,18,0,17,5,21,0,10,0,8,0,7,0,10,0,20,0,22,0,9,3,10,0,18,0,24,0,22,3,22,0,32,0,41,3,5,0,12,5,0,0,4,16,167,15,190,0,8,3,11,0,21,0,22,0,3,0,3,0,9,0,10,0,19,4,21,0,19,3,25,0,20,0,20,4,24,9,33,3,21,0,23,3,3,0,3,9,0,0,9,16,156,19,193,0,26,3,31,0,44,3,49,0,15,0,17,0,15,3,21,0,39,4,48,0,32,6,35,0,39,0,41,6,51,5,61,3,55,3,63,5,8,0,12,12,3,0,14,26,321,30,381
SSC51439,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,5,0,7,0,7,0,7,0,10,0,4,0,4,0,4,0,4,0,0,0,0,0,40,4,41,0,4,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,4,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,31,3,34,0,9,0,10,0,15,0,15,0,0,0,0,0,0,3,3,0,3,0,4,0,10,0,8,0,7,0,7,0,12,0,14,0,9,0,9,0,4,0,4,0,0,0,0,0,70,7,76
SSC51440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC51441,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,6,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,33,0,33,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,7,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,25,0,4,0,4,0,3,0,3,0,3,0,8,0,0,0,0,0,6,0,6,0,6,0,6,0,9,0,14,0,8,0,8,0,9,0,9,0,0,0,0,0,0,0,0,0,51,3,51
SSC51442,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,8,0,7,0,9,0,7,0,7,0,0,0,0,0,0,0,0,7,29,3,32,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,5,0,5,0,3,0,3,0,6,0,9,0,0,0,0,0,0,0,0,3,23,0,31,0,0,0,4,0,6,0,9,0,5,0,5,0,0,0,0,0,3,0,3,0,10,0,8,0,10,0,10,4,12,0,13,0,8,0,12,0,0,0,0,0,0,0,0,8,56,6,68
SSC51443,0,192,19,213,5,248,15,261,5,64,7,74,0,54,5,58,0,274,44,314,0,282,45,329,0,185,20,212,3,127,13,141,0,22,4,25,0,0,0,0,0,0,0,0,17,1445,170,1632,0,172,12,182,3,235,19,261,0,35,10,44,0,51,8,60,0,284,40,320,0,245,28,273,3,110,20,135,3,69,9,82,3,6,0,9,0,0,0,0,0,0,0,3,16,1218,137,1376,3,364,32,396,4,484,33,521,4,100,14,119,0,107,11,118,0,558,80,641,0,526,71,598,3,294,41,346,9,198,16,222,3,29,4,39,0,4,0,4,0,0,0,0,32,2670,308,3005
SSC51444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,10,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,20,0,23
SSC51445,0,31,4,35,0,73,5,80,0,29,5,33,0,27,3,33,0,45,4,47,3,52,3,54,0,65,9,77,6,106,16,119,13,117,11,141,3,46,8,61,3,0,0,4,32,590,69,686,0,35,8,45,0,61,3,70,0,24,0,28,0,23,3,29,0,59,11,69,3,51,3,59,3,84,10,97,3,122,20,145,8,96,14,118,12,42,3,60,0,7,0,12,35,619,65,721,0,72,7,77,0,135,5,143,4,52,5,56,0,48,10,54,0,103,14,119,6,99,4,110,6,153,16,176,8,228,28,271,23,210,25,257,16,96,11,116,10,9,0,17,71,1202,133,1408
SSC51446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,3,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,16,3,16
SSC51447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51448,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
SSC51449,0,7,0,6,3,16,0,16,0,6,0,11,0,3,3,3,3,17,0,20,0,23,0,26,0,17,0,19,0,30,0,35,0,18,0,16,0,14,0,14,0,0,0,0,5,156,12,167,0,5,0,5,0,15,0,15,0,8,0,8,0,6,0,6,0,11,0,15,0,14,0,14,0,28,3,31,0,28,0,33,0,14,3,19,0,5,0,8,0,0,0,3,7,137,7,152,0,10,0,11,3,27,0,29,0,11,0,10,0,12,3,14,4,27,0,32,0,39,3,43,0,48,3,49,0,58,0,65,0,36,3,39,3,18,3,24,0,3,0,3,11,296,17,320
SSC51450,0,0,0,0,0,0,0,0,0,0,10,10,0,0,66,67,0,0,156,156,0,0,121,118,0,3,47,56,0,4,14,20,0,8,4,11,0,0,0,0,0,0,0,0,0,24,422,445,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,3,0,3,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,27,0,28,0,3,0,3,0,3,0,3,0,0,10,6,0,0,66,74,0,3,156,160,0,3,121,123,0,11,53,58,0,9,14,30,0,12,4,18,0,4,0,4,0,0,0,0,3,46,422,475
SSC51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,7,6
SSC51452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51453,0,3,0,3,0,3,0,3,0,4,0,4,0,3,0,0,0,4,0,8,0,6,0,8,0,10,0,9,0,10,0,8,0,7,0,8,0,3,0,4,0,0,0,0,5,54,6,59,0,0,0,0,0,11,0,9,0,0,0,0,0,3,0,3,0,8,0,7,0,6,0,6,0,8,4,14,0,8,0,7,0,5,0,8,0,3,0,6,0,0,0,3,7,55,6,71,0,3,0,3,0,12,0,19,0,8,0,8,0,6,0,4,0,15,0,18,0,6,0,10,0,22,3,26,0,13,0,20,3,13,3,17,3,9,0,11,0,0,0,3,11,107,12,133
SSC51454,0,3,0,3,0,11,6,19,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,6,3,6,0,9,0,12,0,8,0,8,0,0,0,0,0,3,0,3,0,47,13,61,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,11,0,3,0,8,0,3,0,3,0,10,0,10,0,6,0,6,0,0,0,0,0,0,0,0,3,33,9,46,0,3,0,3,0,13,8,21,0,7,0,5,0,0,0,0,0,13,0,10,0,11,3,15,0,8,3,10,0,14,4,16,0,15,0,15,0,0,0,0,0,3,0,4,3,87,19,108
SSC51455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51456,0,65,0,66,4,165,5,168,4,84,4,92,3,73,0,78,4,141,6,157,0,168,13,182,4,193,14,206,0,162,13,181,3,116,13,135,9,60,3,71,0,26,4,23,30,1261,71,1369,0,77,0,78,0,186,5,193,3,114,3,120,0,55,0,60,0,142,11,154,0,170,3,174,0,200,6,215,0,153,10,165,4,128,9,144,11,67,3,84,17,24,0,41,45,1328,56,1424,0,136,3,145,4,354,12,362,5,201,12,212,3,134,0,135,4,289,16,306,4,341,14,358,4,397,18,422,4,321,21,345,13,250,22,278,23,129,9,153,20,49,4,67,74,2590,127,2794
SSC51457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,12,0,15
SSC51458,3,188,16,212,7,195,14,219,0,93,3,101,0,188,17,204,9,845,78,930,13,548,45,606,17,336,19,372,5,263,12,285,13,164,14,189,28,84,8,116,25,36,8,68,119,2939,232,3291,0,207,16,219,4,245,28,281,0,111,6,121,3,231,18,244,15,891,70,972,5,508,40,557,11,356,20,384,13,324,30,368,21,228,20,269,44,131,14,189,49,55,17,115,170,3279,280,3726,7,392,33,430,14,441,43,499,0,207,13,217,3,413,32,446,20,1734,145,1896,19,1055,87,1164,31,691,40,762,21,585,40,655,37,393,34,460,68,211,21,304,75,90,21,181,287,6215,517,7012
SSC51459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC51460,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,7,0,10,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,31,0,3,0,3,0,4,0,4,0,3,0,3,0,0,0,4,0,3,0,3,0,0,0,0,0,9,0,9,0,5,0,8,0,3,0,3,0,0,0,0,0,0,0,0,0,27,5,34,0,3,0,3,0,3,3,11,0,3,0,3,0,0,0,4,0,4,0,4,0,5,0,8,0,13,0,16,0,16,3,18,0,7,0,7,0,0,0,0,0,0,0,0,0,57,6,65
SSC51461,0,94,16,110,9,200,15,223,3,79,10,91,0,70,6,71,0,152,16,168,4,169,27,199,7,206,25,243,3,165,17,184,6,131,15,157,4,59,12,76,0,11,0,9,46,1327,158,1533,0,92,11,101,3,165,29,198,3,61,3,73,0,63,3,66,6,189,19,212,3,164,18,190,7,188,10,206,10,151,19,175,4,116,19,146,11,63,7,81,3,8,0,8,54,1259,146,1458,0,189,25,207,10,368,43,425,7,147,11,167,0,134,10,140,6,338,36,383,6,326,45,382,15,397,41,451,12,313,35,358,16,249,40,302,18,119,23,162,9,12,0,24,100,2588,310,2990
SSC51462,0,3,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,28,0,31,0,3,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,3,0,3,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,24,4,30,0,9,0,9,0,12,0,12,0,0,0,0,0,0,0,0,0,5,4,8,0,6,0,5,0,4,0,4,0,3,4,8,0,3,0,3,0,0,0,0,0,0,0,0,0,51,9,57
SSC51463,0,3,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,18,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,4,0,4,0,5,0,5,0,0,0,0,0,0,0,0,0,6,0,6,0,9,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,35
SSC51464,0,8,0,11,0,18,3,21,0,9,0,16,0,9,0,11,0,15,4,25,0,21,0,23,0,18,0,18,0,26,0,26,0,18,4,24,0,0,0,0,0,0,0,0,3,153,15,173,0,10,0,10,0,19,3,25,0,4,0,7,0,3,4,9,0,22,0,22,0,16,0,15,0,23,0,20,3,17,0,23,0,13,0,10,0,3,0,3,0,0,0,0,3,128,11,142,0,15,0,16,0,40,4,46,0,18,0,24,0,13,3,20,0,40,3,39,0,39,3,41,0,37,0,38,3,43,0,49,0,31,3,32,0,7,0,7,0,0,0,0,4,277,31,310
SSC51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SSC51466,0,3,0,3,0,8,0,8,0,8,0,6,0,0,0,0,0,0,0,0,0,19,0,20,0,16,0,16,0,18,0,18,0,9,5,12,0,4,0,4,0,0,0,0,0,83,11,92,0,3,0,0,0,13,0,13,0,10,0,10,0,4,0,4,0,8,0,4,0,14,3,13,0,18,0,18,0,10,3,18,0,11,0,11,0,0,0,0,0,4,0,4,0,86,8,92,0,4,0,9,0,22,0,22,0,16,0,13,0,3,0,3,0,8,0,9,0,31,4,34,0,30,0,29,0,27,3,29,0,17,5,27,0,7,0,7,0,4,0,4,5,168,16,189
SSC51467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,10
SSC51468,0,9,0,13,0,37,0,41,0,16,0,16,0,14,0,13,0,21,0,18,0,34,5,37,0,37,3,38,0,49,0,46,0,48,0,49,4,15,0,17,0,3,0,7,7,276,14,293,0,9,0,9,0,31,3,37,0,15,0,15,0,13,0,18,0,18,4,24,0,31,4,33,0,39,0,39,0,49,0,45,3,46,3,53,3,7,0,9,0,3,3,6,8,255,20,279,0,14,3,19,0,63,6,73,0,35,0,35,0,27,0,25,0,39,4,42,0,57,5,70,0,79,3,81,0,94,0,93,3,93,3,104,7,23,0,27,3,4,3,7,13,527,33,578
SSC51469,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,6,0,3,0,3,0,5,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,22,3,27,0,3,0,3,0,9,0,9,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,4,0,7,0,4,0,4,0,3,0,4,0,0,0,0,0,27,3,30,0,3,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,7,0,6,0,6,0,8,4,11,0,4,0,4,0,4,0,5,0,0,0,0,0,50,5,57
SSC51470,0,16,0,16,0,5,0,5,0,0,0,0,0,0,0,0,0,13,3,13,0,9,0,15,0,14,3,16,0,10,0,10,0,4,0,4,0,0,0,0,0,0,0,0,0,68,10,82,0,11,0,14,0,6,0,6,0,0,0,0,0,0,0,0,0,10,3,11,0,10,0,11,0,5,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,59,0,26,3,31,0,13,0,13,0,0,0,0,0,0,0,0,0,24,8,26,0,21,0,25,0,14,3,16,0,19,0,23,0,3,0,3,0,0,0,0,0,0,0,0,0,122,14,138
SSC51471,3,66,6,74,3,150,9,162,4,63,3,71,0,58,3,63,3,115,12,126,5,126,13,144,10,129,11,143,3,118,8,128,10,57,7,78,3,31,3,32,3,5,3,10,51,912,78,1039,0,73,3,77,0,148,12,161,3,66,10,76,0,51,7,58,5,131,12,152,3,155,6,170,7,128,9,145,14,141,7,161,16,67,0,85,14,23,0,38,3,5,0,4,72,986,69,1129,3,132,8,149,9,299,20,329,3,127,14,147,3,109,10,116,7,245,23,277,9,282,20,314,14,260,17,296,17,260,14,288,26,130,5,161,12,53,3,67,5,5,3,17,117,1900,145,2168
SSC51472,0,52,0,58,8,124,17,151,0,34,14,49,0,48,0,49,0,83,13,96,0,68,11,74,6,76,3,83,3,60,8,75,13,44,6,66,0,12,3,16,3,0,0,3,31,602,81,717,0,45,7,55,0,94,7,104,3,48,11,57,3,42,4,52,3,86,11,103,3,62,12,81,6,74,10,90,8,58,7,68,12,41,7,59,0,13,0,16,3,0,0,4,31,564,79,684,0,98,6,105,8,221,26,254,3,87,21,107,3,96,6,99,3,171,29,205,3,128,22,151,11,148,15,172,9,117,18,146,20,83,16,121,3,23,5,29,4,0,0,3,68,1170,161,1401
SSC51473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SSC51474,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,5,0,5,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,31,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,3,0,3,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,12,7,22,0,3,0,3,0,7,0,5,0,0,0,0,0,0,0,0,0,5,3,7,0,3,0,3,0,5,0,9,0,6,4,8,0,4,0,6,0,0,0,0,0,0,0,0,0,39,11,50
SSC51475,3,105,4,120,3,210,9,227,0,72,8,82,0,59,3,64,0,128,9,142,4,186,13,197,0,118,13,132,0,132,14,147,3,88,6,99,3,24,0,29,0,3,0,3,25,1124,79,1227,0,83,0,86,0,219,10,230,0,87,0,89,0,55,3,61,0,153,6,155,3,193,7,206,4,144,16,164,4,133,13,153,0,84,3,92,3,15,0,18,0,4,0,8,16,1167,70,1252,3,190,11,207,6,430,16,458,0,158,10,170,3,112,3,116,0,274,20,293,3,374,15,399,4,270,25,299,8,263,28,296,5,170,8,192,8,40,3,45,0,3,0,5,42,2295,149,2479
